label	radius_index	radius	ripley_l
Erythroid	23	3.698401657	0.03708989145
Erythroid	24	3.859201729	0.03827330082
Forebrain/Midbrain/Hindbrain	0	0	0
Forebrain/Midbrain/Hindbrain	1	0.1608000721	0.08735657271
Forebrain/Midbrain/Hindbrain	2	0.3216001441	0.1577887637
Forebrain/Midbrain/Hindbrain	3	0.4824002162	0.2136994545
Forebrain/Midbrain/Hindbrain	4	0.6432002882	0.2605599728
Forebrain/Midbrain/Hindbrain	5	0.8040003603	0.3018406864
Forebrain/Midbrain/Hindbrain	6	0.9648004323	0.3379254608
Forebrain/Midbrain/Hindbrain	7	1.125600504	0.3674856758
Forebrain/Midbrain/Hindbrain	8	1.286400576	0.3928976258
Forebrain/Midbrain/Hindbrain	9	1.447200648	0.4164604463
Forebrain/Midbrain/Hindbrain	10	1.608000721	0.4387830734
Forebrain/Midbrain/Hindbrain	11	1.768800793	0.4614281503
Forebrain/Midbrain/Hindbrain	12	1.929600865	0.4841226971
Forebrain/Midbrain/Hindbrain	13	2.090400937	0.5053659552
Forebrain/Midbrain/Hindbrain	14	2.251201009	0.5234426576
Forebrain/Midbrain/Hindbrain	15	2.412001081	0.5371059237
Forebrain/Midbrain/Hindbrain	16	2.572801153	0.5465150906
Forebrain/Midbrain/Hindbrain	17	2.733601225	0.5519992914
Forebrain/Midbrain/Hindbrain	18	2.894401297	0.5545032949
Forebrain/Midbrain/Hindbrain	19	3.055201369	0.5555728422
Forebrain/Midbrain/Hindbrain	20	3.216001441	0.55638752
Forebrain/Midbrain/Hindbrain	21	3.376801513	0.5572095376
Forebrain/Midbrain/Hindbrain	22	3.537601585	0.5580840665
Forebrain/Midbrain/Hindbrain	23	3.698401657	0.559085092
Forebrain/Midbrain/Hindbrain	24	3.859201729	0.5605276872
Gut tube	0	0	0
Gut tube	1	0.1608000721	0.03859591246
Gut tube	2	0.3216001441	0.05960775309
Gut tube	3	0.4824002162	0.07387264143
Gut tube	4	0.6432002882	0.08600326799
Gut tube	5	0.8040003603	0.09611827726
Gut tube	6	0.9648004323	0.1048566553
Gut tube	7	1.125600504	0.1123787336
Gut tube	8	1.286400576	0.1192123416
Gut tube	9	1.447200648	0.1251631504
Gut tube	10	1.608000721	0.1301033675
Gut tube	11	1.768800793	0.1341433797
Gut tube	12	1.929600865	0.1376848817
Gut tube	13	2.090400937	0.1411384374
Gut tube	14	2.251201009	0.1447694439
Gut tube	15	2.412001081	0.1483507501
Gut tube	16	2.572801153	0.152291526
Gut tube	17	2.733601225	0.1575030254
Gut tube	18	2.894401297	0.1636069124
Gut tube	19	3.055201369	0.1700437213
Gut tube	20	3.216001441	0.1765400415
Gut tube	21	3.376801513	0.1826290443
Gut tube	22	3.537601585	0.1874578571
Gut tube	23	3.698401657	0.1914558546
Gut tube	24	3.859201729	0.196850635
Haematoendothelial progenitors	0	0	0
Haematoendothelial progenitors	1	0.1608000721	0.009531289255
Haematoendothelial progenitors	2	0.3216001441	0.01465913683
Haematoendothelial progenitors	3	0.4824002162	0.01942979082
Haematoendothelial progenitors	4	0.6432002882	0.02440236644
Haematoendothelial progenitors	5	0.8040003603	0.028964415
Haematoendothelial progenitors	6	0.9648004323	0.03374369363
Haematoendothelial progenitors	7	1.125600504	0.03871043292
Haematoendothelial progenitors	8	1.286400576	0.04301815383
Haematoendothelial progenitors	9	1.447200648	0.0471145253
Haematoendothelial progenitors	10	1.608000721	0.05069448647
Haematoendothelial progenitors	11	1.768800793	0.0541726039
Haematoendothelial progenitors	12	1.929600865	0.05799652113
Haematoendothelial progenitors	13	2.090400937	0.0616667133
Haematoendothelial progenitors	14	2.251201009	0.06482617678
Haematoendothelial progenitors	15	2.412001081	0.06788831516
Haematoendothelial progenitors	16	2.572801153	0.07076487949
Haematoendothelial progenitors	17	2.733601225	0.07356079861
Haematoendothelial progenitors	18	2.894401297	0.07613345829
Haematoendothelial progenitors	19	3.055201369	0.07847981745
Haematoendothelial progenitors	20	3.216001441	0.08073529571
Haematoendothelial progenitors	21	3.376801513	0.08278526882
Haematoendothelial progenitors	22	3.537601585	0.08461138338
Haematoendothelial progenitors	23	3.698401657	0.08637590985
Haematoendothelial progenitors	24	3.859201729	0.08797597904
Intermediate mesoderm	0	0	0
Intermediate mesoderm	1	0.1608000721	0.01639708438
Intermediate mesoderm	2	0.3216001441	0.02923064083
Intermediate mesoderm	3	0.4824002162	0.03990881266
Intermediate mesoderm	4	0.6432002882	0.04940501935
Intermediate mesoderm	5	0.8040003603	0.05767297244
Intermediate mesoderm	6	0.9648004323	0.06400034682
Intermediate mesoderm	7	1.125600504	0.06864835346
Intermediate mesoderm	8	1.286400576	0.07206583023
Intermediate mesoderm	9	1.447200648	0.07505045202
Intermediate mesoderm	10	1.608000721	0.07755653885
Intermediate mesoderm	11	1.768800793	0.07975205633
Intermediate mesoderm	12	1.929600865	0.0816451165
Intermediate mesoderm	13	2.090400937	0.08335960468
Intermediate mesoderm	14	2.251201009	0.08500403574
Intermediate mesoderm	15	2.412001081	0.08668140078
Intermediate mesoderm	16	2.572801153	0.08840405105
Intermediate mesoderm	17	2.733601225	0.08998175441
Intermediate mesoderm	18	2.894401297	0.09138486812
Intermediate mesoderm	19	3.055201369	0.09266829273
Intermediate mesoderm	20	3.216001441	0.09378814543
Intermediate mesoderm	21	3.376801513	0.09473960776
Intermediate mesoderm	22	3.537601585	0.0955074363
Intermediate mesoderm	23	3.698401657	0.0961483643
Intermediate mesoderm	24	3.859201729	0.09665971211
Lateral plate mesoderm	0	0	0
Lateral plate mesoderm	1	0.1608000721	0.03623234059
Lateral plate mesoderm	2	0.3216001441	0.0598246586
Lateral plate mesoderm	3	0.4824002162	0.07853363921
Lateral plate mesoderm	4	0.6432002882	0.09255966542
Lateral plate mesoderm	5	0.8040003603	0.1054305115
Lateral plate mesoderm	6	0.9648004323	0.1179667688
Lateral plate mesoderm	7	1.125600504	0.1283962089
Lateral plate mesoderm	8	1.286400576	0.1367640641
Lateral plate mesoderm	9	1.447200648	0.1437440977
Lateral plate mesoderm	10	1.608000721	0.1496693174
Lateral plate mesoderm	11	1.768800793	0.1549753543
Lateral plate mesoderm	12	1.929600865	0.1599442282
Lateral plate mesoderm	13	2.090400937	0.1646245039
Lateral plate mesoderm	14	2.251201009	0.1690904373
Lateral plate mesoderm	15	2.412001081	0.1734382254
Lateral plate mesoderm	16	2.572801153	0.177747022
Lateral plate mesoderm	17	2.733601225	0.1820059162
Lateral plate mesoderm	18	2.894401297	0.1861074128
Lateral plate mesoderm	19	3.055201369	0.1896421473
Lateral plate mesoderm	20	3.216001441	0.1923720505
Lateral plate mesoderm	21	3.376801513	0.1942786198
Lateral plate mesoderm	22	3.537601585	0.1954240578
Lateral plate mesoderm	23	3.698401657	0.1960450767
Lateral plate mesoderm	24	3.859201729	0.1963471001
Low quality	0	0	0
Low quality	1	0.1608000721	0.02517549679
Low quality	2	0.3216001441	0.04152412731
Low quality	3	0.4824002162	0.05594859537
Low quality	4	0.6432002882	0.06935837943
Low quality	5	0.8040003603	0.08231148807
Low quality	6	0.9648004323	0.09396791414
Low quality	7	1.125600504	0.1050213105
Low quality	8	1.286400576	0.1150264975
Low quality	9	1.447200648	0.1245031114
Low quality	10	1.608000721	0.1336960241
Low quality	11	1.768800793	0.1423492873
Low quality	12	1.929600865	0.1507926763
Low quality	13	2.090400937	0.1589968296
Low quality	14	2.251201009	0.1664685958
Low quality	15	2.412001081	0.1741811375
Low quality	16	2.572801153	0.1818945026
Low quality	17	2.733601225	0.1894308929
Low quality	18	2.894401297	0.19634172
Low quality	19	3.055201369	0.2027201386
Low quality	20	3.216001441	0.2092297932
Low quality	21	3.376801513	0.2158242031
Low quality	22	3.537601585	0.2216333582
Low quality	23	3.698401657	0.2264872088
Low quality	24	3.859201729	0.2309107067
Mixed mesenchymal mesoderm	0	0	0
Mixed mesenchymal mesoderm	1	0.1608000721	0.01781729894
Mixed mesenchymal mesoderm	2	0.3216001441	0.02808891981
Mixed mesenchymal mesoderm	3	0.4824002162	0.03586044506
Mixed mesenchymal mesoderm	4	0.6432002882	0.04197114794
Mixed mesenchymal mesoderm	5	0.8040003603	0.04724193773
Mixed mesenchymal mesoderm	6	0.9648004323	0.05142645022
Mixed mesenchymal mesoderm	7	1.125600504	0.05468966072
Mixed mesenchymal mesoderm	8	1.286400576	0.05736513852
Mixed mesenchymal mesoderm	9	1.447200648	0.05949963788
Mixed mesenchymal mesoderm	10	1.608000721	0.06152993051
Mixed mesenchymal mesoderm	11	1.768800793	0.06391619323
Mixed mesenchymal mesoderm	12	1.929600865	0.06691814436
Mixed mesenchymal mesoderm	13	2.090400937	0.07016308815
Mixed mesenchymal mesoderm	14	2.251201009	0.07341294582
Mixed mesenchymal mesoderm	15	2.412001081	0.07583887302
Mixed mesenchymal mesoderm	16	2.572801153	0.07728170027
Mixed mesenchymal mesoderm	17	2.733601225	0.07833546981
Mixed mesenchymal mesoderm	18	2.894401297	0.07927093474
Mixed mesenchymal mesoderm	19	3.055201369	0.08008187699
Mixed mesenchymal mesoderm	20	3.216001441	0.08077578373
Mixed mesenchymal mesoderm	21	3.376801513	0.08146347126
Mixed mesenchymal mesoderm	22	3.537601585	0.08233409633
Mixed mesenchymal mesoderm	23	3.698401657	0.08309336676
Mixed mesenchymal mesoderm	24	3.859201729	0.08368211979
NMP	0	0	0
NMP	1	0.1608000721	0.003531983102
NMP	2	0.3216001441	0.005521144184
NMP	3	0.4824002162	0.006758272531
NMP	4	0.6432002882	0.007897754312
NMP	5	0.8040003603	0.008931910614
NMP	6	0.9648004323	0.009667532295
NMP	7	1.125600504	0.01032667971
NMP	8	1.286400576	0.01085622713
NMP	9	1.447200648	0.01135004454
NMP	10	1.608000721	0.01179343573
NMP	11	1.768800793	0.01216505596
NMP	12	1.929600865	0.01250757084
NMP	13	2.090400937	0.01276039524
NMP	14	2.251201009	0.0130988641
NMP	15	2.412001081	0.01347181285
NMP	16	2.572801153	0.01384743141
NMP	17	2.733601225	0.01427316507
NMP	18	2.894401297	0.01476683178
NMP	19	3.055201369	0.01520983426
NMP	20	3.216001441	0.01556453018
NMP	21	3.376801513	0.01588442654
NMP	22	3.537601585	0.01618868745
NMP	23	3.698401657	0.01645068227
NMP	24	3.859201729	0.01668446765
Neural crest	0	0	0
Neural crest	1	0.1608000721	0.02729511747
Neural crest	2	0.3216001441	0.04391846451
Neural crest	3	0.4824002162	0.05463582755
Neural crest	4	0.6432002882	0.06252699458
Neural crest	5	0.8040003603	0.06899079243
Neural crest	6	0.9648004323	0.07505246272
Neural crest	7	1.125600504	0.08081282806
Neural crest	8	1.286400576	0.08644081881
Neural crest	9	1.447200648	0.09190164772
Neural crest	10	1.608000721	0.09788915221
Neural crest	11	1.768800793	0.1038317577
Neural crest	12	1.929600865	0.108234189
Neural crest	13	2.090400937	0.1107705965
Neural crest	14	2.251201009	0.1121643469
Neural crest	15	2.412001081	0.1129379757
Neural crest	16	2.572801153	0.1134226393
Neural crest	17	2.733601225	0.1138502465
Neural crest	18	2.894401297	0.1142969403
Neural crest	19	3.055201369	0.1147164654
Neural crest	20	3.216001441	0.1151980131
Neural crest	21	3.376801513	0.1156851657
Neural crest	22	3.537601585	0.1162687419
Neural crest	23	3.698401657	0.1168879257
Neural crest	24	3.859201729	0.1179224139
Presomitic mesoderm	0	0	0
Presomitic mesoderm	1	0.1608000721	0.02323881765
Presomitic mesoderm	2	0.3216001441	0.03993968112
Presomitic mesoderm	3	0.4824002162	0.05164216573
Presomitic mesoderm	4	0.6432002882	0.05879033181
Presomitic mesoderm	5	0.8040003603	0.06243400741
Presomitic mesoderm	6	0.9648004323	0.06449906344
Presomitic mesoderm	7	1.125600504	0.06591920264
Presomitic mesoderm	8	1.286400576	0.06695534293
Presomitic mesoderm	9	1.447200648	0.0678197424
Presomitic mesoderm	10	1.608000721	0.06858457464
Presomitic mesoderm	11	1.768800793	0.06929271339
Presomitic mesoderm	12	1.929600865	0.06980370265
Presomitic mesoderm	13	2.090400937	0.07019534259
Presomitic mesoderm	14	2.251201009	0.070476404
Presomitic mesoderm	15	2.412001081	0.07065461442
Presomitic mesoderm	16	2.572801153	0.07077767334
Presomitic mesoderm	17	2.733601225	0.07084693317
Presomitic mesoderm	18	2.894401297	0.07090619422
Presomitic mesoderm	19	3.055201369	0.07094732846
Presomitic mesoderm	20	3.216001441	0.07099764999
Presomitic mesoderm	21	3.376801513	0.0710397934
Presomitic mesoderm	22	3.537601585	0.07112860224
Presomitic mesoderm	23	3.698401657	0.07127660633
Presomitic mesoderm	24	3.859201729	0.07142536012
Sclerotome	0	0	0
Sclerotome	1	0.1608000721	0.002801270681
Sclerotome	2	0.3216001441	0.004219824679
Sclerotome	3	0.4824002162	0.0053169299
Sclerotome	4	0.6432002882	0.006207363262
Sclerotome	5	0.8040003603	0.006898240713
Sclerotome	6	0.9648004323	0.007260615159
Sclerotome	7	1.125600504	0.007495823696
Sclerotome	8	1.286400576	0.007817734473
Sclerotome	9	1.447200648	0.008123808816
Sclerotome	10	1.608000721	0.00844560746
Sclerotome	11	1.768800793	0.008671882266
Sclerotome	12	1.929600865	0.008990849234
Sclerotome	13	2.090400937	0.009382353698
Sclerotome	14	2.251201009	0.009755585572
Sclerotome	15	2.412001081	0.01012996303
Sclerotome	16	2.572801153	0.01053644109
Sclerotome	17	2.733601225	0.01093011128
Sclerotome	18	2.894401297	0.01119385406
Sclerotome	19	3.055201369	0.01141853205
Sclerotome	20	3.216001441	0.01162373716
Sclerotome	21	3.376801513	0.01183601145
Sclerotome	22	3.537601585	0.01198383534
Sclerotome	23	3.698401657	0.01209871569
Sclerotome	24	3.859201729	0.01220427487
Spinal cord	0	0	0
Spinal cord	1	0.1608000721	0.06213316558
Spinal cord	2	0.3216001441	0.1084628378
Spinal cord	3	0.4824002162	0.1421080843
Spinal cord	4	0.6432002882	0.1679036167
Spinal cord	5	0.8040003603	0.1897447701
Spinal cord	6	0.9648004323	0.2086040181
Spinal cord	7	1.125600504	0.2251400733
Spinal cord	8	1.286400576	0.2399234971
Spinal cord	9	1.447200648	0.2533078625
Spinal cord	10	1.608000721	0.2655295609
Spinal cord	11	1.768800793	0.2770480525
Spinal cord	12	1.929600865	0.2879389168
Spinal cord	13	2.090400937	0.2982908958
Spinal cord	14	2.251201009	0.3082448047
Spinal cord	15	2.412001081	0.3179431149
Spinal cord	16	2.572801153	0.3272746187
Spinal cord	17	2.733601225	0.3360670262
Spinal cord	18	2.894401297	0.344256079
Spinal cord	19	3.055201369	0.3520500446
Spinal cord	20	3.216001441	0.3593390722
Spinal cord	21	3.376801513	0.3662524934
Spinal cord	22	3.537601585	0.3729519736
Spinal cord	23	3.698401657	0.3796832153
Spinal cord	24	3.859201729	0.3862237992
Splanchnic mesoderm	0	0	0
Splanchnic mesoderm	1	0.1608000721	0.03762178432
Splanchnic mesoderm	2	0.3216001441	0.063459677
Splanchnic mesoderm	3	0.4824002162	0.08156344163
Splanchnic mesoderm	4	0.6432002882	0.09548742029
Splanchnic mesoderm	5	0.8040003603	0.1075231067
Splanchnic mesoderm	6	0.9648004323	0.1181957411
Splanchnic mesoderm	7	1.125600504	0.1268713889
Splanchnic mesoderm	8	1.286400576	0.1337776437
Splanchnic mesoderm	9	1.447200648	0.1395223461
Splanchnic mesoderm	10	1.608000721	0.1444783246
Splanchnic mesoderm	11	1.768800793	0.1487552239
Splanchnic mesoderm	12	1.929600865	0.152703844
Splanchnic mesoderm	13	2.090400937	0.1566149032
Splanchnic mesoderm	14	2.251201009	0.1604456944
Splanchnic mesoderm	15	2.412001081	0.1641829943
Splanchnic mesoderm	16	2.572801153	0.1674324515
Splanchnic mesoderm	17	2.733601225	0.1698125301
Splanchnic mesoderm	18	2.894401297	0.1717120867
Splanchnic mesoderm	19	3.055201369	0.1731921066
Splanchnic mesoderm	20	3.216001441	0.1744075473
Splanchnic mesoderm	21	3.376801513	0.1752636299
Splanchnic mesoderm	22	3.537601585	0.1760141271
Splanchnic mesoderm	23	3.698401657	0.1766477132
Splanchnic mesoderm	24	3.859201729	0.1772821561
Surface ectoderm	0	0	0
Surface ectoderm	1	0.1608000721	0.02062777042
Surface ectoderm	2	0.3216001441	0.03119201753
Surface ectoderm	3	0.4824002162	0.04005224328
Surface ectoderm	4	0.6432002882	0.0474003237
Surface ectoderm	5	0.8040003603	0.05374751675
Surface ectoderm	6	0.9648004323	0.05933540021
Surface ectoderm	7	1.125600504	0.06423844431
Surface ectoderm	8	1.286400576	0.06915319333
Surface ectoderm	9	1.447200648	0.07498742271
Surface ectoderm	10	1.608000721	0.08292247737
Surface ectoderm	11	1.768800793	0.08999209578
Surface ectoderm	12	1.929600865	0.09546397516
Surface ectoderm	13	2.090400937	0.09978696657
Surface ectoderm	14	2.251201009	0.1028964183
Surface ectoderm	15	2.412001081	0.1055952246
Surface ectoderm	16	2.572801153	0.1079705861
Surface ectoderm	17	2.733601225	0.109922478
Surface ectoderm	18	2.894401297	0.1117453687
Surface ectoderm	19	3.055201369	0.113331465
Surface ectoderm	20	3.216001441	0.1153882385
Surface ectoderm	21	3.376801513	0.1173254125
Surface ectoderm	22	3.537601585	0.1185959622
Surface ectoderm	23	3.698401657	0.1195576322
Surface ectoderm	24	3.859201729	0.1204859553
