rank	gene	geary_c	pval_norm	var_norm	pval_norm_fdr_bh
198	Pllp	0.4566812122	0	0.0001307333572	0
199	Dgkz	0.4567514421	0	0.0001307333572	0
200	Rpl14	0.4569727374	0	0.0001307333572	0
201	Tac1	0.457438221	0	0.0001307333572	0
202	Fam131a	0.4588229332	0	0.0001307333572	0
203	Basp1	0.4590049186	0	0.0001307333572	0
204	Fxyd6	0.4591983388	0	0.0001307333572	0
205	Lbhd2	0.4591994869	0	0.0001307333572	0
206	Myh7	0.4609509263	0	0.0001307333572	0
207	Camkv	0.4611250912	0	0.0001307333572	0
208	2010300C02Rik	0.4613010776	0	0.0001307333572	0
209	Lmo3	0.4613848972	0	0.0001307333572	0
210	Mpped1	0.4617485787	0	0.0001307333572	0
211	Lingo1	0.4630136728	0	0.0001307333572	0
212	Gm32468	0.4635870916	0	0.0001307333572	0
213	Ptpn3	0.4636417724	0	0.0001307333572	0
214	Trbc2	0.4645925326	0	0.0001307333572	0
215	Dclk1	0.4662442414	0	0.0001307333572	0
216	Cx3cl1	0.4664038037	0	0.0001307333572	0
217	Rasgef1a	0.4674771935	0	0.0001307333572	0
218	Foxg1	0.4674986728	0	0.0001307333572	0
219	Neurod6	0.4677003017	0	0.0001307333572	0
220	Rgs7bp	0.4679445359	0	0.0001307333572	0
221	H2-Q2	0.4689796838	0	0.0001307333572	0
222	Crabp1	0.4697167034	0	0.0001307333572	0
223	Gatm	0.4697970153	0	0.0001307333572	0
224	Prr18	0.4698697637	0	0.0001307333572	0
225	Ahi1	0.4699404	0	0.0001307333572	0
226	F5	0.4701793438	0	0.0001307333572	0
227	Thy1	0.4710800238	0	0.0001307333572	0
228	Prkar1b	0.4730473499	0	0.0001307333572	0
229	Rps9	0.4735015355	0	0.0001307333572	0
230	Gabrq	0.4735154549	0	0.0001307333572	0
231	Atp1b1	0.4743765275	0	0.0001307333572	0
232	Igsf1	0.4751600994	0	0.0001307333572	0
233	Pld3	0.4758604796	0	0.0001307333572	0
234	Bsn	0.4766178447	0	0.0001307333572	0
235	Cabp7	0.4768946444	0	0.0001307333572	0
236	Gpr37	0.4769381329	0	0.0001307333572	0
237	Six3	0.4769390283	0	0.0001307333572	0
238	Rps3a1	0.4777655722	0	0.0001307333572	0
239	Arpp19	0.4789050656	0	0.0001307333572	0
240	Gria2	0.4793525918	0	0.0001307333572	0
241	Rps5	0.4810053863	0	0.0001307333572	0
242	Itih3	0.4821287244	0	0.0001307333572	0
243	Clstn1	0.4832250766	0	0.0001307333572	0
244	Foxp2	0.4837363326	0	0.0001307333572	0
245	Steap1	0.4843642295	0	0.0001307333572	0
246	Zfhx3	0.4850173141	0	0.0001307333572	0
247	Ndrg1	0.485776946	0	0.0001307333572	0
248	Car2	0.4865312696	0	0.0001307333572	0
249	Tppp3	0.4869059377	0	0.0001307333572	0
250	Cldn2	0.4870223502	0	0.0001307333572	0
251	Rprm	0.4871345553	0	0.0001307333572	0
252	Bex2	0.487388035	0	0.0001307333572	0
253	Tmem130	0.4900363833	0	0.0001307333572	0
254	Dynll1	0.4905599511	0	0.0001307333572	0
255	Rpl11	0.4907068957	0	0.0001307333572	0
256	Kcnj4	0.4907464616	0	0.0001307333572	0
257	Rpl22l1	0.4914331448	0	0.0001307333572	0
258	Atp2a2	0.4933088783	0	0.0001307333572	0
259	Kcnip2	0.493603459	0	0.0001307333572	0
260	Sostdc1	0.4952867384	0	0.0001307333572	0
261	Patj	0.4953202542	0	0.0001307333572	0
262	Six6	0.495790891	0	0.0001307333572	0
263	Tmem212	0.4970677836	0	0.0001307333572	0
264	Rpl8	0.498145254	0	0.0001307333572	0
265	Calb1	0.498447908	0	0.0001307333572	0
266	Ppp1r1b	0.4985552858	0	0.0001307333572	0
267	Lbp	0.4989881023	0	0.0001307333572	0
268	Syt5	0.5005559537	0	0.0001307333572	0
269	Sst	0.5013449526	0	0.0001307333572	0
270	Bhlhe22	0.5014753754	0	0.0001307333572	0
271	Syp	0.5023844229	0	0.0001307333572	0
272	Rab3a	0.5038034412	0	0.0001307333572	0
273	Ipcef1	0.5042070458	0	0.0001307333572	0
274	Kl	0.5051251962	0	0.0001307333572	0
275	Nkx2-4	0.5051611533	0	0.0001307333572	0
276	Fxyd7	0.5051914633	0	0.0001307333572	0
277	Frmpd1os	0.5053861537	0	0.0001307333572	0
278	Gm11549	0.5054638106	0	0.0001307333572	0
279	Atp2b4	0.5064838899	0	0.0001307333572	0
280	Cpne6	0.5067844035	0	0.0001307333572	0
281	Snrpn	0.5074236883	0	0.0001307333572	0
282	Avp	0.5082500869	0	0.0001307333572	0
283	Wfs1	0.5083194366	0	0.0001307333572	0
284	Cyp26b1	0.5085962078	0	0.0001307333572	0
285	Rpl10	0.5088435409	0	0.0001307333572	0
286	Dkkl1	0.5104280323	0	0.0001307333572	0
287	Rab37	0.5104400489	0	0.0001307333572	0
288	Grb14	0.5115028829	0	0.0001307333572	0
289	Neurl1a	0.512001871	0	0.0001307333572	0
290	Pvalb	0.5130718643	0	0.0001307333572	0
291	Vamp1	0.5131869472	0	0.0001307333572	0
292	Tubb2a	0.5137690088	0	0.0001307333572	0
293	Cacng3	0.5138030361	0	0.0001307333572	0
294	Chrm1	0.5145755717	0	0.0001307333572	0
295	Syn1	0.5147028526	0	0.0001307333572	0
296	Gnas	0.5147500445	0	0.0001307333572	0
297	Wdr6	0.5149031514	0	0.0001307333572	0
298	Krt18	0.5151640334	0	0.0001307333572	0
299	Ptpn4	0.5152062943	0	0.0001307333572	0
300	Mapk1	0.5153405154	0	0.0001307333572	0
301	Gaa	0.5164903275	0	0.0001307333572	0
302	Ncald	0.5165705868	0	0.0001307333572	0
303	Gabrd	0.5169157469	0	0.0001307333572	0
304	Bok	0.5173052236	0	0.0001307333572	0
305	Egr3	0.5180568006	0	0.0001307333572	0
306	Chrnb4	0.5184580917	0	0.0001307333572	0
307	Rps6	0.5188327047	0	0.0001307333572	0
308	Aldoa	0.5190465783	0	0.0001307333572	0
309	Scg2	0.5212097495	0	0.0001307333572	0
310	Stmn3	0.5214228606	0	0.0001307333572	0
311	Neurod2	0.5214392016	0	0.0001307333572	0
312	Olig1	0.5232555777	0	0.0001307333572	0
313	Stmn2	0.5235208325	0	0.0001307333572	0
314	Col8a2	0.5237743942	0	0.0001307333572	0
315	Wipf3	0.5241935138	0	0.0001307333572	0
316	Slc24a2	0.5243659719	0	0.0001307333572	0
317	Evi2a	0.525052829	0	0.0001307333572	0
318	Plekhh1	0.5251001444	0	0.0001307333572	0
319	Calcr	0.5251234537	0	0.0001307333572	0
320	Rhog	0.5253080136	0	0.0001307333572	0
321	Synpr	0.5255506303	0	0.0001307333572	0
322	Aspa	0.5256143299	0	0.0001307333572	0
323	Gabbr2	0.52694227	0	0.0001307333572	0
324	Cit	0.5282059035	0	0.0001307333572	0
325	C1qtnf4	0.5292522234	0	0.0001307333572	0
326	Lpar1	0.5303773253	0	0.0001307333572	0
327	Gabre	0.5306726843	0	0.0001307333572	0
328	Rasgrf2	0.5313301953	0	0.0001307333572	0
329	Adgrb2	0.5320565533	0	0.0001307333572	0
330	Hs3st2	0.5335898591	0	0.0001307333572	0
331	Myl4	0.5336247438	0	0.0001307333572	0
332	Wasf1	0.5338297039	0	0.0001307333572	0
333	Necab2	0.5351367797	0	0.0001307333572	0
334	Cyfip2	0.5355369508	0	0.0001307333572	0
335	Fibcd1	0.5358769238	0	0.0001307333572	0
336	Rpl3	0.536045426	0	0.0001307333572	0
337	Gjb1	0.5365678171	0	0.0001307333572	0
338	Ccdc136	0.5367931544	0	0.0001307333572	0
339	Ywhaz	0.5368906584	0	0.0001307333572	0
340	Osbpl1a	0.5370879143	0	0.0001307333572	0
341	Ogfrl1	0.537278301	0	0.0001307333572	0
342	Rgs16	0.5375166691	0	0.0001307333572	0
343	Mmp17	0.5375299607	0	0.0001307333572	0
344	Otx2	0.5375929682	0	0.0001307333572	0
345	Rps15a	0.5378815022	0	0.0001307333572	0
346	Tmem91	0.5398046093	0	0.0001307333572	0
347	Gng3	0.5409566929	0	0.0001307333572	0
348	Vat1l	0.5418003459	0	0.0001307333572	0
349	Hlf	0.5422813907	0	0.0001307333572	0
350	Mmd	0.5425501187	0	0.0001307333572	0
351	Nkx6-2	0.5426478887	0	0.0001307333572	0
352	Caly	0.5432573282	0	0.0001307333572	0
353	Cd59a	0.5434013576	0	0.0001307333572	0
354	Plcb4	0.5441999454	0	0.0001307333572	0
355	Nsf	0.5448505258	0	0.0001307333572	0
356	Tagln3	0.5449205313	0	0.0001307333572	0
357	Stxbp1	0.5453712119	0	0.0001307333572	0
358	Dynlrb2	0.5454731797	0	0.0001307333572	0
359	Cmtm5	0.545557791	0	0.0001307333572	0
360	Gabra1	0.5456568424	0	0.0001307333572	0
361	Ccdc153	0.545940877	0	0.0001307333572	0
362	Tuba4a	0.5459827759	0	0.0001307333572	0
363	Itm2c	0.5462980385	0	0.0001307333572	0
364	Npy	0.5463226955	0	0.0001307333572	0
365	Ak5	0.5463970588	0	0.0001307333572	0
366	Atp1a3	0.5464882417	0	0.0001307333572	0
367	Fam183b	0.5468049379	0	0.0001307333572	0
368	Cpne9	0.548038854	0	0.0001307333572	0
369	Serpini1	0.5500611808	0	0.0001307333572	0
370	Tyrp1	0.5501297517	0	0.0001307333572	0
371	Nr5a1	0.5502075437	0	0.0001307333572	0
372	Drc7	0.550241809	0	0.0001307333572	0
373	Efnb3	0.5505758998	0	0.0001307333572	0
374	Chgb	0.5513053809	0	0.0001307333572	0
375	Nts	0.5513914092	0	0.0001307333572	0
376	Wdr86	0.5515276519	0	0.0001307333572	0
377	Lrrc10b	0.5518323543	0	0.0001307333572	0
378	Atp1a2	0.5523960939	0	0.0001307333572	0
379	Pnck	0.5527119562	0	0.0001307333572	0
380	Ephx4	0.5532699077	0	0.0001307333572	0
381	Nr4a2	0.5537068614	0	0.0001307333572	0
382	Ins2	0.553962648	0	0.0001307333572	0
383	Abca4	0.5542490994	0	0.0001307333572	0
384	Diras2	0.5545253974	0	0.0001307333572	0
385	Gapdh	0.5549310526	0	0.0001307333572	0
386	Cacnb3	0.5554041337	0	0.0001307333572	0
387	Plxnd1	0.5556114908	0	0.0001307333572	0
388	Pacs2	0.5557155003	0	0.0001307333572	0
389	Ttyh2	0.5557864874	0	0.0001307333572	0
390	Kcnab2	0.5560894888	0	0.0001307333572	0
391	Pgrmc1	0.5562900898	0	0.0001307333572	0
392	Atp6v1g2	0.5563298953	0	0.0001307333572	0
393	Pcsk2	0.5575680279	0	0.0001307333572	0
394	Nefh	0.5583225481	0	0.0001307333572	0
395	Asb4	0.5586774431	0	0.0001307333572	0
396	C1ql2	0.5595623395	0	0.0001307333572	0
397	Phldb1	0.559746139	0	0.0001307333572	0
398	Camk4	0.5600966207	0	0.0001307333572	0
399	Car12	0.5601125535	0	0.0001307333572	0
400	Nefl	0.5605262363	0	0.0001307333572	0
401	Camk2b	0.561145733	0	0.0001307333572	0
402	Aldh1a1	0.5612947265	0	0.0001307333572	0
403	Cers2	0.5615820886	0	0.0001307333572	0
404	Hcn2	0.5620947082	0	0.0001307333572	0
405	Itpr1	0.5621622141	0	0.0001307333572	0
406	Slc44a1	0.5621765802	0	0.0001307333572	0
407	Syt7	0.5623223569	0	0.0001307333572	0
408	Cfap126	0.5624119744	0	0.0001307333572	0
409	Prkce	0.5626564343	0	0.0001307333572	0
410	Trnp1	0.5632391647	0	0.0001307333572	0
411	Gjc2	0.5649633254	0	0.0001307333572	0
412	Rasd1	0.5652334709	0	0.0001307333572	0
413	Desi1	0.5654067966	0	0.0001307333572	0
414	Gna12	0.5655297165	0	0.0001307333572	0
415	Gabra4	0.5662007199	0	0.0001307333572	0
416	AI593442	0.56622173	0	0.0001307333572	0
417	Mia	0.5666650375	0	0.0001307333572	0
418	Myrf	0.5666708034	0	0.0001307333572	0
419	Nptn	0.5668073472	0	0.0001307333572	0
420	Bex1	0.5671799288	0	0.0001307333572	0
421	Nkx2-1	0.5675803813	0	0.0001307333572	0
422	Ppp1r17	0.5676152469	0	0.0001307333572	0
423	Rab3c	0.5677255185	0	0.0001307333572	0
424	Plppr4	0.5680357073	0	0.0001307333572	0
425	Pgm2l1	0.5681750858	0	0.0001307333572	0
426	Plk2	0.5682609126	0	0.0001307333572	0
427	Arhgap33	0.5685119262	0	0.0001307333572	0
428	Fam163b	0.5686615481	0	0.0001307333572	0
429	Tmem63a	0.5692248952	6.29030318e-311	0.0001307333572	5.86508455e-310
430	Cox8b	0.5694838665	1.477122024e-310	0.0001307333572	1.374066999e-309
431	Phf24	0.5695306159	1.723135262e-310	0.0001307333572	1.599197459e-309
432	Satb2	0.570301003	2.176579338e-309	0.0001307333572	2.015351238e-308
433	Nefm	0.5704030926	3.045008562e-309	0.0001307333572	2.812940934e-308
434	Rax	0.5705379537	4.744132132e-309	0.0001307333572	4.372472011e-308
435	Tac2	0.5705834336	5.509141159e-309	0.0001307333572	5.065876928e-308
436	Ccl27a	0.5708724144	1.423878781e-308	0.0001307333572	1.306310808e-307
437	Gpr101	0.57095157	1.846644409e-308	0.0001307333572	1.690292365e-307
438	Thra	0.5710806826	2.821690929e-308	0.0001307333572	2.576886693e-307
439	Nexn	0.5714079683	8.260383997e-308	0.0001307333572	7.526545783e-307
440	Grm1	0.5729454169	1.269453055e-305	0.0001307333572	1.154048232e-304
441	Pcp4l1	0.5733553789	4.845678712e-305	0.0001307333572	4.395173435e-304
442	Rtn4r	0.5734836604	7.366685493e-305	0.0001307333572	6.666683704e-304
443	Eno2	0.5735199909	8.29435917e-305	0.0001307333572	7.489263359e-304
444	Vstm2l	0.5742116814	7.918669931e-304	0.0001307333572	7.133936875e-303
445	Krt12	0.5749103863	7.706299673e-303	0.0001307333572	6.927010942e-302
446	Chst1	0.5750782721	1.330604542e-302	0.0001307333572	1.193367303e-301
447	Ldha	0.5753651027	3.381354702e-302	0.0001307333572	3.025820763e-301
448	Nrip3	0.5755804808	6.80852094e-302	0.0001307333572	6.079036554e-301
449	Gjc3	0.5756224836	7.803928303e-302	0.0001307333572	6.952274658e-301
450	Zdhhc22	0.5769234101	5.307001009e-300	0.0001307333572	4.71733423e-299
451	Pifo	0.5774797177	3.211966321e-299	0.0001307333572	2.848750617e-298
452	Prkacb	0.5777742326	8.323622415e-299	0.0001307333572	7.366037535e-298
453	Tesc	0.5781219033	2.559303026e-298	0.0001307333572	2.259870222e-297
454	Myoc	0.5785021017	8.731934268e-298	0.0001307333572	7.693334157e-297
455	Nr2f2	0.579468033	1.963643925e-296	0.0001307333572	1.726280373e-295
456	Gprasp2	0.5797130706	4.320497698e-296	0.0001307333572	3.789910261e-295
457	Eps8l2	0.579791493	5.560281791e-296	0.0001307333572	4.866767432e-295
458	Kcnv1	0.5806877339	9.903199906e-295	0.0001307333572	8.649082887e-294
459	Sowaha	0.5807668217	1.276474989e-294	0.0001307333572	1.112396504e-293
460	Trim54	0.5818645551	4.304738935e-293	0.0001307333572	3.743251248e-292
461	Camkk2	0.5818832615	4.570350501e-293	0.0001307333572	3.965596964e-292
462	Spint2	0.5820193216	7.063898894e-293	0.0001307333572	6.115929778e-292
463	Satb1	0.5820222096	7.129473902e-293	0.0001307333572	6.159372701e-292
464	Nsg2	0.5821444952	1.054278021e-292	0.0001307333572	9.08860363e-292
465	Plcb1	0.5823368008	1.950000845e-292	0.0001307333572	1.677420082e-291
466	Abhd12b	0.5832038536	3.109556425e-291	0.0001307333572	2.669147146e-290
467	Sox10	0.583404109	5.889955515e-291	0.0001307333572	5.044929778e-290
468	Litaf	0.5837271087	1.649236231e-290	0.0001307333572	1.409603616e-289
469	Cdh26	0.5840485654	4.591699778e-290	0.0001307333572	3.916161858e-289
470	Gltp	0.5851247072	1.406598285e-288	0.0001307333572	1.197104924e-287
471	Peg3	0.5852953365	2.418038131e-288	0.0001307333572	2.053535568e-287
472	Ptprn	0.5853853868	3.218111333e-288	0.0001307333572	2.727212994e-287
473	Cnksr2	0.5856920838	8.515164231e-288	0.0001307333572	7.20098455e-287
474	Pla2g16	0.5863885951	7.740036819e-287	0.0001307333572	6.531676641e-286
475	Rpl6	0.5866791089	1.941229924e-286	0.0001307333572	1.634719936e-285
476	Cnih3	0.587786764	6.427833914e-285	0.0001307333572	5.401541104e-284
477	Plcxd2	0.5879459044	1.061968415e-284	0.0001307333572	8.90539551e-284
478	Ndufa4	0.5882273586	2.579535929e-284	0.0001307333572	2.158607472e-283
479	Crip2	0.5883138556	3.387971791e-284	0.0001307333572	2.829204001e-283
480	Slc12a2	0.5883920028	4.333984135e-284	0.0001307333572	3.611653446e-283
481	Anln	0.5885757992	7.732858171e-284	0.0001307333572	6.430651286e-283
482	Rtl8a	0.5887581754	1.373216653e-283	0.0001307333572	1.139598882e-282
483	Cd9	0.5897326017	2.940310823e-282	0.0001307333572	2.435040019e-281
484	Pitx2	0.5901352634	1.040730842e-281	0.0001307333572	8.601081339e-281
485	Bsx	0.5901379684	1.049601433e-281	0.0001307333572	8.656506662e-281
486	Pantr1	0.5914838455	7.110976397e-280	0.0001307333572	5.852655471e-279
487	Tuba1c	0.5915271754	8.142814908e-280	0.0001307333572	6.688143662e-279
